700013;AAS 100MG 20 COMPRIMIDOS ;1,08;;
700021;AAS 500MG 20 COMPRIMIDOS ;1,25;;
728196;ABILIFY 10MG 28 COMPRIMIDOS ;135,51;;
651608;ABILIFY 10MG 28 COMPRIMIDOS BUCODISPERSABLES ;135,51;;
728220;ABILIFY 15MG 28 COMPRIMIDOS ;135,51;;
651609;ABILIFY 15MG 28 COMPRIMIDOS BUCODISPERSABLES ;135,51;;
652738;ABILIFY 1MG/ML 150ML SOLUCION ORAL ;126,09;;
728154;ABILIFY 5MG 28 COMPRIMIDOS ;127,68;;
656168;ABILIFY 7,5MG/ML 1 VIAL 1,3ML SOL INYECTAB ;5,54;;
662278;ABSTRAL 100 microgramos comprimidos sublinguales , 10 comprimidos ;88,26;;
662279;ABSTRAL 100 microgramos comprimidos sublinguales , 30 comprimidos ;222,31;;
662280;ABSTRAL 200 microgramos comprimidos sublinguales , 10 comprimidos ;88,26;;
662281;ABSTRAL 200 microgramos comprimidos sublinguales , 30 comprimidos ;222,31;;
662282;ABSTRAL 300 microgramos comprimidos sublinguales , 10 comprimidos ;88,26;;
662283;ABSTRAL 300 microgramos comprimidos sublinguales , 30 comprimidos ;222,31;;
662284;ABSTRAL 400 microgramos comprimidos sublinguales , 10 comprimidos ;88,26;;
662285;ABSTRAL 400 microgramos comprimidos sublinguales , 30 comprimidos ;222,31;;
662286;ABSTRAL 600 microgramos comprimidos sublinguales , 30 comprimidos ;222,31;;
662289;ABSTRAL 800 microgramos comprimidos sublinguales , 30 comprimidos ;222,31;;
664706;ACABEL 4MG 20 COMPRIMIDOS ;4,83;;
663260;ACABEL 4MG 30 COMPRIMIDOS ;6,83;;
664698;ACABEL 8MG 20 COMPRIMIDOS ;7,72;;
663278;ACABEL 8MG 30 COMPRIMIDOS ;10,87;;
860221;ACABEL RAPID 8MG 30 COMPRIMIDOS RECUBIERTOS ;10,87;;
715722;ACALKA 1080MG 100 COMP LIBER SOSTENIDA ;20,16;;
662229;ACARBOSA GEPREM 100 mg comprimidos , 100 comprimidos ;14,73;;
662228;ACARBOSA GEPREM 100 mg comprimidos , 30 comprimidos ;5,12;;
662227;ACARBOSA GEPREM 50 mg comprimidos , 100 comprimidos ;11,11;;
662226;ACARBOSA GEPREM 50 mg comprimidos , 30 comprimidos ;3,77;;
663981;ACARBOSA MYLAN 100 mg comprimidos , 100 comprimidos ;14,73;;
663979;ACARBOSA MYLAN 50 mg comprimidos , 100 comprimidos ;11,11;;
662265;ACARBOSA QUALITEC 100 mg comprimidos , 100 comprimidos ;14,74;;
662264;ACARBOSA QUALITEC 100 mg comprimidos , 30 comprimidos ;5,13;;
662263;ACARBOSA QUALITEC 50 mg comprimidos , 100 comprimidos ;11,12;;
662261;ACARBOSA QUALITEC 50 mg comprimidos , 30 comprimidos ;3,77;;
662225;ACARBOSA TARBIS 100 mg comprimidos , 100 comprimidos ;14,73;;
662224;ACARBOSA TARBIS 100 mg comprimidos , 30 comprimidos ;5,13;;
662363;ACARBOSA TARBIS 50 mg comprimidos , 100 comprimidos ;11,11;;
662362;ACARBOSA TARBIS 50 mg comprimidos , 30 comprimidos ;3,77;;
662260;ACARBOSA TECNIGEN 100 mg comprimidos , 100 comprimidos ;14,73;;
662259;ACARBOSA TECNIGEN 100 mg comprimidos , 30 comprimidos ;5,12;;
662258;ACARBOSA TECNIGEN 50 mg comprimidos , 100 comprimidos ;11,11;;
662257;ACARBOSA TECNIGEN 50 mg comprimidos , 30 comprimidos ;3,77;;
749416;ACCOLATE 20MG 60 COMPRIMIDOS RECUBIERTOS ;44,21;;
665521;ACEOTO 3MG/ML 10ML SOLUICON GOTAS OTICAS ;7,24;;
866228;ACEOTO PLUS 10ML SOLUCION GOTAS OTICAS ;7,61;;
700633;ACETUBER 6 SUPOSITORIOS ADULTOS ;2,06;;
700641;ACETUBER 6 SUPOSITORIOS NIÑOS ;1,71;;
939579;ACFOL 5MG 28 COMPRIMIDOS ;3,08;;
817718;ACICLOSTAD TOPICO 5% 15G CREMA ;10,13;;
817585;ACICLOSTAD TOPICO 5% 2000MG CREMA ;2,03;;
755843;ACICLOVIR ALONGA 5% 15G GEL ;16,74;;
725325;ACICLOVIR ALONGA 5% 2G GEL ;3,09;;
656771;ACIDO ASCORBICO BAYER solucion inyectable, 1 g/5 ml , 6 ampollas de 5 ml ;4,73;;
656862;ACIDO FOLICO ASPOL 10 mg , 50 capsulas ;5,10;;
662179;ACIDO LEVOFOLINICO MEDAC50 mg/ml solucion inyectable o para perfusion , Vial de 1 ml ;20,88;;
662180;ACIDO LEVOFOLINICO MEDAC50 mg/ml solucion inyectable o para perfusion , Vial de 4 ml ;83,52;;
662181;ACIDO LEVOFOLINICO MEDAC50 mg/ml solucion inyectable o para perfusion , Vial de 9 ml ;171,11;;
656815;ACIPHEX 10 mg comprimidos gastrorresistentes , 28 comprimidos ;22,59;;
656816;ACIPHEX 20 mg comprimidos gastrorresistentes , 14 comprimidos ;21,55;;
656817;ACIPHEX 20 mg comprimidos gastrorresistentes , 28 comprimidos ;39,06;;
833046;ACNEMIN 10MG 50 CAPSULAS ;28,53;;
833301;ACNEMIN 20MG 50 CAPSULAS ;47,88;;
664162;ACOXXEL 120 mg comprimidos recubiertos con pelicula , 7 comprimidos ;8,62;;
664159;ACOXXEL 30 mg comprimidos recubiertos con pelicula , 28 comprimidos ;28,31;;
664160;ACOXXEL 60 mg comprimidos recubiertos con pelicula , 28 comprimidos ;31,25;;
664161;ACOXXEL 90 mg comprimidos recubiertos con pelicula , 28 comprimidos ;32,62;;
660929;ACREL 75 mg comprimidos recubiertos con pelicula , 2 comprimidos ;33,32;;
690750;ACT-HIB 10MCG 1 INYECTABLE 0.5ML ;14,00;;
711408;ACTIQ 1200MCG 15 COMPRIM CON APLICADOR BUCOFARINGE ;140,88;;
912485;ACTIQ 1200MCG 3 COMPRIM CON APLICADOR BUCOFARINGEO ;35,27;;
711721;ACTIQ 1600MCG 15 COMPRIM CON APLICADOR BUCOFARING ;140,88;;
904359;ACTIQ 1600MCG 3 COMPRIM CON APLICAD BUCOFARINGEO ;35,27;;
711754;ACTIQ 200MCG 15 COMPRIM CON APLICADOR BUCOFARINGEO ;140,88;;
915371;ACTIQ 200MCG 3 COMPRIM CON APLIC BUCOFARINGEO INT ;35,27;;
711374;ACTIQ 400MCG 15 COMPRIM CON APLICADOR BUCOFARINGEO ;140,88;;
900837;ACTIQ 400MCG 3 COMPRIM CON APLICADOR BUCOFARINGEO ;35,27;;
711630;ACTIQ 600MCG 15 COMPRIM CON APLICADOR BUCOFARINGEO ;140,88;;
935411;ACTIQ 600MCG 3 COMPRIM CON APLICADOR BUCOFARINGEO ;35,27;;
711531;ACTIQ 800MCG 15 COMPRIM CON APLICADOR BUCOFARINGEO ;140,88;;
935437;ACTIQ 800MCG 3 COMPRIM CON APLICADOR BUCOFARINGEO ;35,27;;
841429;ACTIRA 400MG 5 COMPRIMIDOS RECUBIERTOS ;21,77;;
841452;ACTIRA 400MG 7 COMPRIMIDOS RECUBIERTOS ;30,47;;
701359;ACTITHIOL 500MG 20 GRAGEAS ;2,94;;
701276;ACTITHIOL ADULTOS 5% 200ML SOLUCION ORAL ;2,48;;
701292;ACTITHIOL INFANTIL 2% 200ML SOLUCION ;2,42;;
753285;ACTIVELLE 28 COMPRIMIDOS RECUBIERTOS ;9,74;;
853226;ACTOCORTINA 1000MG INYECTABLE ;23,90;;
701409;ACTOCORTINA 100MG INYECTABLE ;3,00;;
701417;ACTOCORTINA 500MG INYECTABLE ;12,31;;
660730;ACTONEL 75 mg comprimidos recubiertos con pelicula , 2 comprimidos ;33,32;;
999831;ACTOS 15MG 28 COMPRIMIDOS ;35,08;;
999832;ACTOS 15MG 56 COMPRIMIDOS ;70,17;;
999833;ACTOS 30MG 28 COMPRIMIDOS ;53,62;;
999834;ACTOS 30MG 56 COMPRIMIDOS ;107,23;;
775502;ACTRAPID 100UI/ML 1 VIAL 10ML SOL INY ;14,36;;
775536;ACTRAPID INNOLET 100UI/ML 5 PLU PREC 3ML ;37,35;;
949560;ACUBIRON 30MG 60 CAPSULAS ;7,91;;
668467;ACULAR 0,5% 5ML COLIRIO ;4,98;;
999875;ACULAR 5ML COLIRIO ;4,98;;
675256;ACUOLENS 30 UNID MONOD 0,5ML SOLUC OFTALM ;5,27;;
690388;ACURETIC 20/12.5MG 28 COMPRIMIDOS RECUBIERTOS ;9,46;;
818872;ADACAI 10MG 28 COMPRIMIDOS ;49,43;;
750992;ADALAT OROS 30MG 28 COMPRIMIDOS LIBERAC SOSTENIDA ;15,09;;
750802;ADALAT OROS 60MG 28 COMPRIMIDOS LIBER SOSTENIDA ;22,29;;
654671;ADARTREL 0,50MG 84 COMPRIMIDOS RECUBIERTOS PELICUL ;12,34;;
654672;ADARTREL 2MG 28 COMPRIMIDOS RECUBIERTOS PELICULA ;13,81;;
751933;ADIRO 100MG 30 COMPRIMIDOS RECUBIERTOS ;2,33;;
662555;ADIRO 100MG 30 COMPRIMIDOS RECUBIERTOS ;2,25;;
752253;ADIRO 300MG 30 COMPRIMIDOS RECUBIERTOS ;2,57;;
934612;ADOFEN 20MG 28 COMPRIMIDOS DISPERSABLES ;4,04;;
832972;ADOLONTA 100MG 12 SUPOSITORIOS ;6,26;;
823666;ADOLONTA 100MG 6 SUPOSITORIOS ;3,12;;
665604;ADOLONTA RETARD 100 100MG 20 COMP LIB PROL ;10,97;;
797092;ADOLONTA RETARD 100 100MG 60 COMP LIB PROL ;28,05;;
665596;ADOLONTA RETARD 150 150MG 20 COMP LIB PROL ;15,84;;
797449;ADOLONTA RETARD 150 150MG 60 COMP LIB PROL ;40,44;;
665588;ADOLONTA RETARD 200 200MG 20 COMP LIB PROL ;20,68;;
798173;ADOLONTA RETARD 200 200MG 60 COMP LIB PROL ;52,76;;
651376;ADOLQUIR 12,5 mg, granulado para solucion oral, 20 sobres ;4,29;;
651377;ADOLQUIR 12,5 mg, granulado para solucion oral, 40 sobres ;7,71;;
885699;ADOLQUIR 25MG 20 COMPRIMIDOS RECUBIERTOS ;6,42;;
651375;ADOLQUIR 25MG 20 SOBRES GRANULADO SOLUCION ORAL ;6,42;;
781047;ADOLQUIR 50 mg/2 ml Solucion inyectable o concentrado para solucion para perfusion, 6 ampollas ;8,96;;
658637;Adrenalina B. Braun 1 mg/ml Solucion Inyectable, 10 ampollas de 1 ml ;3,75;;
656956;ADRENALINA LEVEL JERINGA PRECARGADA 1 ;3,75;;
658667;ADROVANCE 70 mg/2.800 UI comprimidos 4 ;27,47;;
660438;ADROVANCE 70MG/5600UI 4 COMPRIMIDOS ;27,47;;
658953;ADVAGRAF 0,5MG 30 CAPSULAS DURAS LIBER PRO ;45,29;;
658954;ADVAGRAF 1MG 30 CAPSULAS DURAS LIBER PRO ;72,45;;
658956;ADVAGRAF 1MG 60 CAPSULAS DURAS LIBER PRO ;139,92;;
662915;ADVAGRAF 3MG 30 CAPSULAS DURAS LIBER PROLO ;187,21;;
658957;ADVAGRAF 5MG 30 CAPSULAS DURAS LIBER PRO ;283,26;;
804633;ADVENTAN 1 mg/g Emulsion cutanea , 50 gramos ;11,00;;
654780;ADVENTAN 1 mg/g ungüento , 60 g ;11,27;;
743013;ADVENTAN CREMA, tubo de 30 g ;5,52;;
743229;ADVENTAN CREMA, tubo de 60 g ;10,04;;
743237;ADVENTAN Pomada, tubo de 30 g ;5,52;;
743260;ADVENTAN Pomada, tubo de 60 g ;10,04;;
662437;ADVENTAN Solucion para uso cutaneo, 50 ml en frasco de 60 ml ;11,00;;
743369;ADVENTAN Ungüento, tubo de 30 g ;5,52;;
659175;AERIUS 0,5MG 120ML SOL ORAL ;6,39;;
659176;AERIUS 5MG 20 COMPRIMIDOS BUCODISPERSABLES ;10,88;;
661127;AERIUS 5MG 20 COMPRIMIDOS CON CUB PELICULA ;10,55;;
938548;AERIUS 5MG 20 COMPRIMIDOS CON CUBIERTA PELICULAR ;10,88;;
656692;AEROFLAT 40 Comprimidos ;2,40;;
809590;AERONIX 20 mg comprimidos , 60 comprimidos ;44,21;;
723692;AFLUON 0,5MG/ML COLIRIO SOLUCION 6ML ;8,06;;
741520;AFLUON 0.1% 10ML PULVER NASAL ;7,49;;
650622;AFLUON 0.1% 20ML PULVERIZADOR SPRAY NASAL ;13,61;;
681221;AGILONA 8% 60G CREMA ;5,00;;
892711;AGUA BIDESTILADA SERRA PAMIES AMPOLLA 10ML ;0,33;;
892703;AGUA BIDESTILADA SERRA PAMIES AMPOLLA 5ML ;0,29;;
990903;AGUA ESTERIL PARA INY BRAUN 1 AMPOLLA 10ML ;0,30;;
990911;AGUA ESTERIL PARA INY BRAUN 1 AMPOLLA 20ML ;0,47;;
700609;AGUA ESTERIL PARA INY BRAUN 1 AMPOLLA 5ML ;0,29;;
796755;AGUA PARA INYECCION FRESENIUS KABI 1 FRASCO 1000ML ;1,80;;
796748;AGUA PARA INYECCION FRESENIUS KABI 1 FRASCO 500ML ;1,47;;
653814;AGUA PARA INYECCION GRIFOLS 1 X 50/100ML ;1,55;;
860759;AGUA PARA INYECCION GRIFOLS 100ML 1 FRASCO ;1,59;;
985309;AGUA PARA INYECCION GRIFOLS 10ML 1 AMPOLLA ;0,30;;
651208;AGUA PARA INYECCION GRIFOLS 250ML 1 FRASCO ;1,68;;
651190;AGUA PARA INYECCION GRIFOLS 500ML 1 FRASCO ;1,82;;
683458;AIRTAL 150MG 4 INYECTABLES 4ML ;3,42;;
694745;AIRTAL DIFUCREM 1,5% 60G CREMA ;5,08;;
803817;AKINETON 2MG 20 COMPRIDOS ;1,68;;
859892;AKINETON 2MG 50 COMPRIMIDOS ;3,03;;
804062;AKINETON INYECTABLE 5MG/ML 5 AMPOLLAS DE 1ML ;2,90;;
803759;AKINETON RETARD 4MG 20 COMPRIMIDOS ;1,89;;
859900;AKINETON RETARD 4MG 50 COMPRIMIDOS ;3,35;;
658836;ALACAPSIN 0.075 % CREMA, 30 g ;15,55;;
658837;ALACAPSIN 0.075 % CREMA, 50 g ;20,68;;
916593;ALAPRYL 40MG 30 COMPRIMIDOS ;3,83;;
676296;ALCIS 100 8MG/PARC 8 PARCHES TRANSDERMICOS ;6,32;;
676312;ALCIS 25 2MG/PARCH 8 PARCHES TRANSDERMICOS ;5,12;;
846188;ALCIS 25 SEMANAL 2,5MG/PARCH 12 PARCHES TRANSD ;13,25;;
846097;ALCIS 25 SEMANAL 2,5MG/PARCH 4 PARCHES TRANSD ;5,12;;
676304;ALCIS 50 4MG/PARCH 8 PARCHES TRANSDERMICOS ;5,75;;
845941;ALCIS 50 SEMANAL 5MG/PARCH 12 PARCHES TRANSD ;18,63;;
845537;ALCIS 50 SEMANAL 5MG/PARCH 4 PARCHES TRANSD ;7,19;;
913830;ALCOHOL ALCANFORADO VIVIAR SOLUC 125 ML ;1,40;;
981779;ALCOHOL ALCANFORADO VIVIAR SOLUC 250 ML ;1,83;;
702944;ALDACTACINE 25/15MG 40 COMPRIMIDOS ;4,38;;
722710;ALDARA 5% 12 SOBRES CON 250MG CREMA ;80,73;;
821355;ALDO-ASMA 10ML AEROSOL ;2,19;;
807107;ALDOBRONQUIAL 2,41MG/5ML 100ML JARABE ;2,06;;
723650;ALDOBRONQUIAL 2MG 40 COMPRIMIDOS ;2,27;;
712273;ALDOCUMAR 10MG 40 COMPRIMIDOS ;5,52;;
870345;ALDOCUMAR 1MG 40 COMPRIMIDOS ;1,52;;
870352;ALDOCUMAR 3MG 40 COMPRIMIDOS ;2,88;;
870428;ALDOCUMAR 5MG 40 COMPRIMIDOS ;3,45;;
703074;ALDOLEO , 20 comprimidos ;3,93;;
955245;ALDOMET 250MG 30 COMPRIMIDOS RECUBIERTOS ;2,70;;
703108;ALDOMET 250MG 60 COMPRIMIDOS RECUBIERTOS ;3,42;;
703082;ALDOMET FORTE , 30 comprimidos ;3,24;;
650102;ALDOSPRAY ANALGESICO 10% 90G AEROSOL ESPUMA ;4,26;;
999923;ALERGOLIBER 10MG 20 COMPRIMIDOS ;11,18;;
650300;ALEUDRINA 0,2MG/ML 6 AMPOLLAS 1ML SOLUC INYECT ;4,05;;
949750;ALEVE 275MG 30 COMPRIMIDOS RECUBIERTOS ;4,05;;
818633;ALGESAL ESPUMA 100/10MG FRASCO DE 100G ;5,45;;
818955;ALGESAL ESPUMA 100/10MG FRASCO DE 60G ;3,23;;
669978;ALGIASDIN 600 RETARD 600MG 20 COMPRIMIDOS ;6,32;;
741512;ALGIDOL sobres , 12 sobres ;2,07;;
770370;ALGIDOL sobres , 20 sobres ;3,00;;
848028;ALGIDRIN 600 600MG/SOB 20 SOBRES POLVO SUSP ORAL ;6,96;;
651474;ALGIDRIN INFANTIL 200MG 20 SOBRES POLVO SUSP ORAL ;5,34;;
999808;ALGI-MABO 1G 6 SUPOSITORIOS ADULTO ;1,55;;
855064;ALGI-MABO 2G/AMP 2 AMPOLLAS 5ML INYECT ;1,34;;
650115;ALGI-MABO 2G/AMPOLLA 6 AMPOLLAS 5ML INYECTABLE ;1,98;;
930800;ALIVIOMAS 250MG 30 CAPSULAS ;3,74;;
930818;ALIVIOMAS 500MG 12 SUPOSITORIOS ;3,00;;
986307;ALIVIOSIN 100 MG 20 SUPOSITORIOS ;2,24;;
946509;ALMAX 13,3G 225ML SUSPENSION ORAL EN FRASCO ;3,11;;
665182;ALMAX 500MG 60 COMPRIMIDOS MASTICABLES ;3,53;;
770388;ALMAX FORTE 1,5G/SOB 30 SOBRES SUSPENSION ORAL ;4,47;;
650563;ALMAX MASTICABLE 1G 45 PASTILLAS BLANDAS ;4,32;;
849596;ALMOGRAN 12,5 mg comprimidos recubiertos con pelicula, 4 COMPRIMIDOS ;31,30;;
849695;ALMOGRAN 12,5 mg comprimidos recubiertos con pelicula, 6 COMPRIMIDOS ;46,95;;
654480;ALMOGRAN 12,5MG 6 COMPR CUBIER PELICULAR ;46,95;;
651405;ALMOGRAN 12,5MG 6 COMPRIMIDOS CUBIERTA PELICULAR ;46,95;;
847988;ALOGESIA 600 600MG/SOB 20 SOBRES MONODOS SUSP ORA ;6,96;;
661504;ALPHAGAN 0,2% 5ML SOLUCION OFTALMI ESTERIL ;11,71;;
659238;ALTARGO 1% 5G POMADA ;11,26;;
656715;ALTELLUS 0,15 niños solucion inyectable , 1 jeringa de 2 ml ;51,23;;
656714;ALTELLUS 0,3 adultos solucion inyectable , 1 jeringa de 2 ml ;51,23;;
662495;ALVESCO 160 microgramos/inhalacion solucion para inhalacion en envase a presion , 60 inhalaciones ;31,52;;
656648;AMANTADINE LEVEL capsulas, 20 Capsulas ;3,03;;
704528;AMANTADINE LLORENTE 100MG 20 CAPSULAS ;2,06;;
663212;AMCHAFIBRIN 500 mg comprimidos , 30 comprimidos ;7,40;;
